idx	code	name	custom
310	9	FullyConnected	-
311	22	Reshape	-
312	0	Add	-
313	6	Dequantize	-
314	6	Dequantize	-
315	32	Custom	custom_call.LayerNorm
316	34	Pad	-
317	22	Reshape	-
318	39	Transpose	-
319	22	Reshape	-
320	6	Dequantize	-
321	6	Dequantize	-
322	39	Transpose	-
323	9	FullyConnected	-
324	22	Reshape	-
325	39	Transpose	-
326	22	Reshape	-
327	102	SplitV	-
328	22	Reshape	-
329	22	Reshape	-
330	22	Reshape	-
331	39	Transpose	-
332	6	Dequantize	-
333	126	BatchMatmul	-
334	39	Transpose	-
335	22	Reshape	-
336	39	Transpose	-
337	6	Dequantize	-
338	126	BatchMatmul	-
339	39	Transpose	-
340	22	Reshape	-
341	22	Reshape	-
342	39	Transpose	-
343	6	Dequantize	-
344	22	Reshape	-
345	18	Mul	-
346	126	BatchMatmul	-
347	22	Reshape	-
348	0	Add	-
349	0	Add	-
350	22	Reshape	-
351	25	Softmax	-
352	126	BatchMatmul	-
353	22	Reshape	-
354	39	Transpose	-
355	22	Reshape	-
356	6	Dequantize	-
357	6	Dequantize	-
358	39	Transpose	-
359	9	FullyConnected	-
360	22	Reshape	-
361	39	Transpose	-
362	22	Reshape	-
363	45	StridedSlice	-
364	0	Add	-
365	6	Dequantize	-
366	6	Dequantize	-
367	32	Custom	custom_call.LayerNorm
368	22	Reshape	-
369	6	Dequantize	-
370	6	Dequantize	-
371	39	Transpose	-
372	9	FullyConnected	-
373	22	Reshape	-
374	6	Dequantize	-
375	22	Reshape	-
376	42	Div	-
377	101	Abs	-
378	18	Mul	-
379	0	Add	-
380	42	Div	-
381	78	Pow	-
382	18	Mul	-
383	78	Pow	-
384	18	Mul	-
385	0	Add	-
386	78	Pow	-
387	18	Mul	-
388	0	Add	-
389	78	Pow	-
390	18	Mul	-
391	0	Add	-
392	78	Pow	-
393	18	Mul	-
394	0	Add	-
395	92	Square	-
396	59	Neg	-
397	47	Exp	-
398	18	Mul	-
399	41	Sub	-
400	158	Sign	-
401	18	Mul	-
402	6	Dequantize	-
403	22	Reshape	-
404	0	Add	-
405	18	Mul	-
406	6	Dequantize	-
407	22	Reshape	-
408	18	Mul	-
409	22	Reshape	-
410	6	Dequantize	-
411	6	Dequantize	-
412	39	Transpose	-
413	9	FullyConnected	-
414	22	Reshape	-
415	0	Add	-
416	6	Dequantize	-
417	6	Dequantize	-
418	32	Custom	custom_call.LayerNorm
419	34	Pad	-
420	22	Reshape	-
421	39	Transpose	-
422	22	Reshape	-
423	6	Dequantize	-
424	6	Dequantize	-
425	39	Transpose	-
426	9	FullyConnected	-
427	22	Reshape	-
428	39	Transpose	-
429	22	Reshape	-
430	102	SplitV	-
431	22	Reshape	-
432	22	Reshape	-
433	22	Reshape	-
434	39	Transpose	-
435	6	Dequantize	-
436	126	BatchMatmul	-
437	39	Transpose	-
438	22	Reshape	-
439	39	Transpose	-
440	6	Dequantize	-
441	126	BatchMatmul	-
442	39	Transpose	-
443	22	Reshape	-
444	22	Reshape	-
445	39	Transpose	-
446	6	Dequantize	-
447	22	Reshape	-
448	18	Mul	-
449	126	BatchMatmul	-
450	22	Reshape	-
451	0	Add	-
452	0	Add	-
453	22	Reshape	-
454	25	Softmax	-
455	126	BatchMatmul	-
456	22	Reshape	-
457	39	Transpose	-
458	22	Reshape	-
459	6	Dequantize	-
460	6	Dequantize	-
461	39	Transpose	-
462	9	FullyConnected	-
463	22	Reshape	-
464	39	Transpose	-
465	22	Reshape	-
466	45	StridedSlice	-
467	0	Add	-
468	6	Dequantize	-
469	6	Dequantize	-
470	32	Custom	custom_call.LayerNorm
471	22	Reshape	-
472	6	Dequantize	-
473	6	Dequantize	-
474	39	Transpose	-
475	9	FullyConnected	-
476	22	Reshape	-
477	6	Dequantize	-
478	22	Reshape	-
479	42	Div	-
480	101	Abs	-
481	18	Mul	-
482	0	Add	-
483	42	Div	-
484	78	Pow	-
485	18	Mul	-
486	78	Pow	-
487	18	Mul	-
488	0	Add	-
489	78	Pow	-
490	18	Mul	-
491	0	Add	-
492	78	Pow	-
493	18	Mul	-
494	0	Add	-
495	78	Pow	-
496	18	Mul	-
497	0	Add	-
498	92	Square	-
499	59	Neg	-
500	47	Exp	-
501	18	Mul	-
502	41	Sub	-
503	158	Sign	-
504	18	Mul	-
505	6	Dequantize	-
506	22	Reshape	-
507	0	Add	-
508	18	Mul	-
509	6	Dequantize	-
510	22	Reshape	-
511	18	Mul	-
512	22	Reshape	-
513	6	Dequantize	-
514	6	Dequantize	-
515	39	Transpose	-
516	9	FullyConnected	-
517	22	Reshape	-
518	0	Add	-
519	6	Dequantize	-
520	6	Dequantize	-
521	32	Custom	custom_call.LayerNorm
522	22	Reshape	-
523	6	Dequantize	-
524	6	Dequantize	-
525	39	Transpose	-
526	9	FullyConnected	-
527	22	Reshape	-
528	39	Transpose	-
529	22	Reshape	-
530	102	SplitV	-
531	22	Reshape	-
532	22	Reshape	-
533	22	Reshape	-
534	39	Transpose	-
535	6	Dequantize	-
536	126	BatchMatmul	-
537	39	Transpose	-
538	22	Reshape	-
539	39	Transpose	-
540	6	Dequantize	-
541	126	BatchMatmul	-
542	39	Transpose	-
543	22	Reshape	-
544	22	Reshape	-
545	39	Transpose	-
546	6	Dequantize	-
547	22	Reshape	-
548	18	Mul	-
549	126	BatchMatmul	-
550	22	Reshape	-
551	0	Add	-
552	0	Add	-
553	22	Reshape	-
554	25	Softmax	-
555	126	BatchMatmul	-
556	22	Reshape	-
557	39	Transpose	-
558	22	Reshape	-
559	6	Dequantize	-
560	6	Dequantize	-
561	39	Transpose	-
562	9	FullyConnected	-
563	22	Reshape	-
564	0	Add	-
565	6	Dequantize	-
566	6	Dequantize	-
567	32	Custom	custom_call.LayerNorm
568	22	Reshape	-
569	6	Dequantize	-
570	6	Dequantize	-
571	39	Transpose	-
572	9	FullyConnected	-
573	22	Reshape	-
574	6	Dequantize	-
575	22	Reshape	-
576	42	Div	-
577	101	Abs	-
578	18	Mul	-
579	0	Add	-
580	42	Div	-
581	78	Pow	-
582	18	Mul	-
583	78	Pow	-
584	18	Mul	-
585	0	Add	-
586	78	Pow	-
587	18	Mul	-
588	0	Add	-
589	78	Pow	-
590	18	Mul	-
591	0	Add	-
592	78	Pow	-
593	18	Mul	-
594	0	Add	-
595	92	Square	-
596	59	Neg	-
597	47	Exp	-
598	18	Mul	-
599	41	Sub	-
600	158	Sign	-
601	18	Mul	-
602	6	Dequantize	-
603	22	Reshape	-
604	0	Add	-
605	18	Mul	-
606	6	Dequantize	-
607	22	Reshape	-
608	18	Mul	-
609	22	Reshape	-
610	6	Dequantize	-
611	6	Dequantize	-
612	39	Transpose	-
613	9	FullyConnected	-
614	22	Reshape	-
615	0	Add	-
616	6	Dequantize	-
617	6	Dequantize	-
618	32	Custom	custom_call.LayerNorm
619	34	Pad	-
620	22	Reshape	-
621	39	Transpose	-
622	22	Reshape	-
623	6	Dequantize	-
624	6	Dequantize	-
625	39	Transpose	-
626	9	FullyConnected	-
627	22	Reshape	-
628	39	Transpose	-
629	22	Reshape	-
630	102	SplitV	-
631	22	Reshape	-
632	22	Reshape	-
633	22	Reshape	-
634	39	Transpose	-
635	6	Dequantize	-
636	126	BatchMatmul	-
637	39	Transpose	-
638	22	Reshape	-
639	39	Transpose	-
640	6	Dequantize	-
641	126	BatchMatmul	-
642	39	Transpose	-
643	22	Reshape	-
644	22	Reshape	-
645	39	Transpose	-
646	6	Dequantize	-
647	22	Reshape	-
648	18	Mul	-
649	126	BatchMatmul	-
650	22	Reshape	-
651	0	Add	-
652	0	Add	-
653	22	Reshape	-
654	25	Softmax	-
655	126	BatchMatmul	-
656	22	Reshape	-
657	39	Transpose	-
658	22	Reshape	-
659	6	Dequantize	-
660	6	Dequantize	-
661	39	Transpose	-
662	9	FullyConnected	-
663	22	Reshape	-
664	39	Transpose	-
665	22	Reshape	-
666	45	StridedSlice	-
667	0	Add	-
668	6	Dequantize	-
669	6	Dequantize	-
670	32	Custom	custom_call.LayerNorm
671	22	Reshape	-
672	6	Dequantize	-
673	6	Dequantize	-
674	39	Transpose	-
675	9	FullyConnected	-
676	22	Reshape	-
677	6	Dequantize	-
678	22	Reshape	-
679	42	Div	-
680	101	Abs	-
681	18	Mul	-
682	0	Add	-
683	42	Div	-
684	78	Pow	-
685	18	Mul	-
686	78	Pow	-
687	18	Mul	-
688	0	Add	-
689	78	Pow	-
690	18	Mul	-
691	0	Add	-
692	78	Pow	-
693	18	Mul	-
694	0	Add	-
695	78	Pow	-
696	18	Mul	-
697	0	Add	-
698	92	Square	-
699	59	Neg	-
700	47	Exp	-
701	18	Mul	-
702	41	Sub	-
703	158	Sign	-
704	18	Mul	-
705	6	Dequantize	-
706	22	Reshape	-
707	0	Add	-
708	18	Mul	-
709	6	Dequantize	-
710	22	Reshape	-
711	18	Mul	-
712	22	Reshape	-
713	6	Dequantize	-
714	6	Dequantize	-
715	39	Transpose	-
716	9	FullyConnected	-
717	22	Reshape	-
718	0	Add	-
719	6	Dequantize	-
720	6	Dequantize	-
721	32	Custom	custom_call.LayerNorm
722	34	Pad	-
723	22	Reshape	-
724	39	Transpose	-
725	22	Reshape	-
726	6	Dequantize	-
727	6	Dequantize	-
728	39	Transpose	-
729	9	FullyConnected	-
730	22	Reshape	-
731	39	Transpose	-
732	22	Reshape	-
733	102	SplitV	-
734	22	Reshape	-
735	22	Reshape	-
736	22	Reshape	-
737	39	Transpose	-
738	6	Dequantize	-
739	126	BatchMatmul	-
740	39	Transpose	-
741	22	Reshape	-
742	39	Transpose	-
743	6	Dequantize	-
744	126	BatchMatmul	-
745	39	Transpose	-
746	22	Reshape	-
747	22	Reshape	-
748	39	Transpose	-
749	6	Dequantize	-
750	22	Reshape	-
751	18	Mul	-
752	126	BatchMatmul	-
753	22	Reshape	-
754	0	Add	-
755	0	Add	-
756	22	Reshape	-
757	25	Softmax	-
758	126	BatchMatmul	-
759	22	Reshape	-
760	39	Transpose	-
761	22	Reshape	-
762	6	Dequantize	-
763	6	Dequantize	-
764	39	Transpose	-
765	9	FullyConnected	-
766	22	Reshape	-
767	39	Transpose	-
768	22	Reshape	-
769	45	StridedSlice	-
770	0	Add	-
771	6	Dequantize	-
772	6	Dequantize	-
773	32	Custom	custom_call.LayerNorm
774	22	Reshape	-
775	6	Dequantize	-
776	6	Dequantize	-
777	39	Transpose	-
778	9	FullyConnected	-
779	22	Reshape	-
780	6	Dequantize	-
781	22	Reshape	-
782	42	Div	-
783	101	Abs	-
784	18	Mul	-
785	0	Add	-
786	42	Div	-
787	78	Pow	-
788	18	Mul	-
789	78	Pow	-
790	18	Mul	-
791	0	Add	-
792	78	Pow	-
793	18	Mul	-
794	0	Add	-
795	78	Pow	-
796	18	Mul	-
797	0	Add	-
798	78	Pow	-
799	18	Mul	-
800	0	Add	-
801	92	Square	-
802	59	Neg	-
803	47	Exp	-
804	18	Mul	-
805	41	Sub	-
806	158	Sign	-
807	18	Mul	-
808	6	Dequantize	-
809	22	Reshape	-
810	0	Add	-
811	18	Mul	-
812	6	Dequantize	-
813	22	Reshape	-
814	18	Mul	-
815	22	Reshape	-
816	6	Dequantize	-
817	6	Dequantize	-
818	39	Transpose	-
819	9	FullyConnected	-
820	22	Reshape	-
821	0	Add	-
822	6	Dequantize	-
823	6	Dequantize	-
824	32	Custom	custom_call.LayerNorm
825	22	Reshape	-
826	6	Dequantize	-
827	6	Dequantize	-
828	39	Transpose	-
829	9	FullyConnected	-
830	22	Reshape	-
831	39	Transpose	-
832	22	Reshape	-
833	102	SplitV	-
834	22	Reshape	-
835	22	Reshape	-
836	22	Reshape	-
837	39	Transpose	-
838	6	Dequantize	-
839	126	BatchMatmul	-
840	39	Transpose	-
841	22	Reshape	-
842	39	Transpose	-
843	6	Dequantize	-
844	126	BatchMatmul	-
845	39	Transpose	-
846	22	Reshape	-
847	22	Reshape	-
848	39	Transpose	-
849	6	Dequantize	-
850	22	Reshape	-
851	18	Mul	-
852	126	BatchMatmul	-
853	22	Reshape	-
854	0	Add	-
855	0	Add	-
856	22	Reshape	-
857	25	Softmax	-
858	126	BatchMatmul	-
859	22	Reshape	-
860	39	Transpose	-
861	22	Reshape	-
862	6	Dequantize	-
863	6	Dequantize	-
864	39	Transpose	-
865	9	FullyConnected	-
866	22	Reshape	-
867	0	Add	-
868	6	Dequantize	-
869	6	Dequantize	-
870	32	Custom	custom_call.LayerNorm
871	22	Reshape	-
872	6	Dequantize	-
873	6	Dequantize	-
874	39	Transpose	-
875	9	FullyConnected	-
876	22	Reshape	-
877	6	Dequantize	-
878	22	Reshape	-
879	42	Div	-
880	101	Abs	-
881	18	Mul	-
882	0	Add	-
883	42	Div	-
884	78	Pow	-
885	18	Mul	-
886	78	Pow	-
887	18	Mul	-
888	0	Add	-
889	78	Pow	-
890	18	Mul	-
891	0	Add	-
892	78	Pow	-
893	18	Mul	-
894	0	Add	-
895	78	Pow	-
896	18	Mul	-
897	0	Add	-
898	92	Square	-
899	59	Neg	-
900	47	Exp	-
901	18	Mul	-
902	41	Sub	-
903	158	Sign	-
904	18	Mul	-
905	6	Dequantize	-
906	22	Reshape	-
907	0	Add	-
908	18	Mul	-
909	6	Dequantize	-
910	22	Reshape	-
911	18	Mul	-
912	22	Reshape	-
913	6	Dequantize	-
914	6	Dequantize	-
915	39	Transpose	-
916	9	FullyConnected	-
917	22	Reshape	-
918	0	Add	-
919	6	Dequantize	-
920	6	Dequantize	-
921	32	Custom	custom_call.LayerNorm
922	34	Pad	-
923	22	Reshape	-
924	39	Transpose	-
925	22	Reshape	-
926	6	Dequantize	-
927	6	Dequantize	-
928	39	Transpose	-
929	9	FullyConnected	-
930	22	Reshape	-
931	39	Transpose	-
932	22	Reshape	-
933	102	SplitV	-
934	22	Reshape	-
935	22	Reshape	-
936	22	Reshape	-
937	39	Transpose	-
938	6	Dequantize	-
939	126	BatchMatmul	-
940	39	Transpose	-
941	22	Reshape	-
942	39	Transpose	-
943	6	Dequantize	-
944	126	BatchMatmul	-
945	39	Transpose	-
946	22	Reshape	-
947	22	Reshape	-
948	39	Transpose	-
949	6	Dequantize	-
950	22	Reshape	-
951	18	Mul	-
952	126	BatchMatmul	-
953	22	Reshape	-
954	0	Add	-
955	0	Add	-
956	22	Reshape	-
957	25	Softmax	-
958	126	BatchMatmul	-
959	22	Reshape	-
960	39	Transpose	-
961	22	Reshape	-
962	6	Dequantize	-
963	6	Dequantize	-
964	39	Transpose	-
965	9	FullyConnected	-
966	22	Reshape	-
967	39	Transpose	-
968	22	Reshape	-
969	45	StridedSlice	-
970	0	Add	-
971	6	Dequantize	-
972	6	Dequantize	-
973	32	Custom	custom_call.LayerNorm
974	22	Reshape	-
975	6	Dequantize	-
976	6	Dequantize	-
977	39	Transpose	-
978	9	FullyConnected	-
979	22	Reshape	-
980	6	Dequantize	-
981	22	Reshape	-
982	42	Div	-
983	101	Abs	-
984	18	Mul	-
985	0	Add	-
986	42	Div	-
987	78	Pow	-
988	18	Mul	-
989	78	Pow	-
990	18	Mul	-
991	0	Add	-
992	78	Pow	-
993	18	Mul	-
994	0	Add	-
995	78	Pow	-
996	18	Mul	-
997	0	Add	-
998	78	Pow	-
999	18	Mul	-
1000	0	Add	-
1001	92	Square	-
1002	59	Neg	-
1003	47	Exp	-
1004	18	Mul	-
1005	41	Sub	-
1006	158	Sign	-
1007	18	Mul	-
1008	6	Dequantize	-
1009	22	Reshape	-
1010	0	Add	-
1011	18	Mul	-
1012	6	Dequantize	-
1013	22	Reshape	-
1014	18	Mul	-
1015	22	Reshape	-
1016	6	Dequantize	-
1017	6	Dequantize	-
1018	39	Transpose	-
1019	9	FullyConnected	-
1020	22	Reshape	-
1021	0	Add	-
1022	6	Dequantize	-
1023	6	Dequantize	-
1024	32	Custom	custom_call.LayerNorm
1025	34	Pad	-
1026	22	Reshape	-
1027	39	Transpose	-
1028	22	Reshape	-
1029	6	Dequantize	-
1030	6	Dequantize	-
1031	39	Transpose	-
1032	9	FullyConnected	-
1033	22	Reshape	-
1034	39	Transpose	-
1035	22	Reshape	-
1036	102	SplitV	-
1037	22	Reshape	-
1038	22	Reshape	-
1039	22	Reshape	-
1040	39	Transpose	-
1041	6	Dequantize	-
1042	126	BatchMatmul	-
1043	39	Transpose	-
1044	22	Reshape	-
1045	39	Transpose	-
1046	6	Dequantize	-
1047	126	BatchMatmul	-
1048	39	Transpose	-
1049	22	Reshape	-
1050	22	Reshape	-
1051	39	Transpose	-
1052	6	Dequantize	-
1053	22	Reshape	-
1054	18	Mul	-
1055	126	BatchMatmul	-
1056	22	Reshape	-
1057	0	Add	-
1058	0	Add	-
1059	22	Reshape	-
1060	25	Softmax	-
1061	126	BatchMatmul	-
1062	22	Reshape	-
1063	39	Transpose	-
1064	22	Reshape	-
1065	6	Dequantize	-
1066	6	Dequantize	-
1067	39	Transpose	-
1068	9	FullyConnected	-
1069	22	Reshape	-
1070	39	Transpose	-
1071	22	Reshape	-
1072	45	StridedSlice	-
1073	0	Add	-
1074	6	Dequantize	-
1075	6	Dequantize	-
1076	32	Custom	custom_call.LayerNorm
1077	22	Reshape	-
1078	6	Dequantize	-
1079	6	Dequantize	-
1080	39	Transpose	-
1081	9	FullyConnected	-
1082	22	Reshape	-
1083	6	Dequantize	-
1084	22	Reshape	-
1085	42	Div	-
1086	101	Abs	-
1087	18	Mul	-
1088	0	Add	-
1089	42	Div	-
1090	78	Pow	-
1091	18	Mul	-
1092	78	Pow	-
1093	18	Mul	-
1094	0	Add	-
1095	78	Pow	-
1096	18	Mul	-
1097	0	Add	-
1098	78	Pow	-
1099	18	Mul	-
1100	0	Add	-
1101	78	Pow	-
1102	18	Mul	-
1103	0	Add	-
1104	92	Square	-
1105	59	Neg	-
1106	47	Exp	-
1107	18	Mul	-
1108	41	Sub	-
1109	158	Sign	-
1110	18	Mul	-
1111	6	Dequantize	-
1112	22	Reshape	-
1113	0	Add	-
1114	18	Mul	-
1115	6	Dequantize	-
1116	22	Reshape	-
1117	18	Mul	-
1118	22	Reshape	-
1119	6	Dequantize	-
1120	6	Dequantize	-
1121	39	Transpose	-
1122	9	FullyConnected	-
1123	22	Reshape	-
1124	0	Add	-
1125	6	Dequantize	-
1126	6	Dequantize	-
1127	32	Custom	custom_call.LayerNorm
1128	22	Reshape	-
1129	6	Dequantize	-
1130	6	Dequantize	-
1131	39	Transpose	-
1132	9	FullyConnected	-
1133	22	Reshape	-
1134	39	Transpose	-
1135	22	Reshape	-
1136	102	SplitV	-
1137	22	Reshape	-
1138	22	Reshape	-
1139	22	Reshape	-
1140	39	Transpose	-
1141	6	Dequantize	-
1142	126	BatchMatmul	-
1143	39	Transpose	-
1144	22	Reshape	-
1145	39	Transpose	-
1146	6	Dequantize	-
1147	126	BatchMatmul	-
1148	39	Transpose	-
1149	22	Reshape	-
1150	22	Reshape	-
1151	39	Transpose	-
1152	6	Dequantize	-
1153	22	Reshape	-
1154	18	Mul	-
1155	126	BatchMatmul	-
1156	22	Reshape	-
1157	0	Add	-
1158	0	Add	-
1159	22	Reshape	-
1160	25	Softmax	-
1161	126	BatchMatmul	-
1162	22	Reshape	-
1163	39	Transpose	-
1164	22	Reshape	-
1165	6	Dequantize	-
1166	6	Dequantize	-
1167	39	Transpose	-
1168	9	FullyConnected	-
1169	22	Reshape	-
1170	0	Add	-
1171	6	Dequantize	-
1172	6	Dequantize	-
1173	32	Custom	custom_call.LayerNorm
1174	22	Reshape	-
1175	6	Dequantize	-
1176	6	Dequantize	-
1177	39	Transpose	-
1178	9	FullyConnected	-
1179	22	Reshape	-
1180	6	Dequantize	-
1181	22	Reshape	-
1182	42	Div	-
1183	101	Abs	-
1184	18	Mul	-
1185	0	Add	-
1186	42	Div	-
1187	78	Pow	-
1188	18	Mul	-
1189	78	Pow	-
1190	18	Mul	-
1191	0	Add	-
1192	78	Pow	-
1193	18	Mul	-
1194	0	Add	-
1195	78	Pow	-
1196	18	Mul	-
1197	0	Add	-
1198	78	Pow	-
1199	18	Mul	-
1200	0	Add	-
1201	92	Square	-
1202	59	Neg	-
1203	47	Exp	-
1204	18	Mul	-
1205	41	Sub	-
1206	158	Sign	-
1207	18	Mul	-
1208	6	Dequantize	-
1209	22	Reshape	-
1210	0	Add	-
1211	18	Mul	-
1212	6	Dequantize	-
1213	22	Reshape	-
1214	18	Mul	-
1215	22	Reshape	-
1216	6	Dequantize	-
1217	6	Dequantize	-
1218	39	Transpose	-
1219	9	FullyConnected	-
1220	22	Reshape	-
1221	0	Add	-
1222	6	Dequantize	-
1223	3	Conv2d	-
1224	39	Transpose	-
1225	40	Mean	-
1226	41	Sub	-
1227	6	Dequantize	-
1228	22	Reshape	-
1229	78	Pow	-
1230	40	Mean	-
1231	6	Dequantize	-
1232	22	Reshape	-
1233	0	Add	-
1234	75	Sqrt	-
1235	42	Div	-
1236	6	Dequantize	-
1237	18	Mul	-
1238	6	Dequantize	-
1239	0	Add	-
1240	39	Transpose	-
1241	6	Dequantize	-
1242	3	Conv2d	-
1243	39	Transpose	-
1244	40	Mean	-
1245	41	Sub	-
1246	6	Dequantize	-
1247	22	Reshape	-
1248	78	Pow	-
1249	40	Mean	-
1250	6	Dequantize	-
1251	22	Reshape	-
1252	0	Add	-
1253	75	Sqrt	-
1254	42	Div	-
1255	6	Dequantize	-
1256	18	Mul	-
1257	6	Dequantize	-
1258	0	Add	-
1259	53	Cast	-
